cantor,musica,codigo,clipe,at
Troy Olson,Good Hands,26-457-06,CDG,G06
Troye Sivan & Betty Who,Heaven,15-237-07,CDG,G19
True,From,98-859-24,PV,C31
True,Dream solister,98-832-71,PV,C27
True Kiss destination,Everybody's Jealous ~ Mixture with Canon in D,99-403-13,SB,L3
True Kiss destination,Over & Over,99-399-10,SB,L3
True Kiss destination,Girls, be ambitious,99-394-12,SB,L3
Trust Company,Running From Me,56-302-05,CDG,G00
Trust Company,Stronger,56-505-01,CDG,G05
Trust Company,Downfall,68-783-11,CDG,G00
Trustrick,Recall The End,98-853-64,PV,C30
Trustrick,I wish you were here.,98-853-63,PV,C30
Trustrick,Innocent promise,98-845-75,PV,C29
Trustrick,Beloved,98-845-74,PV,C29
Trustrick,Atlas,98-845-73,PV,C29
Trustrick,MIRAIKEI answer,98-832-72,PV,C27
Truth Hurts & Rakim,Addictive,84-124-01,CDG,G00
Try Try Niiche,SUIMEN NO HATE,98-853-65,PV,C30
TSUBAKI,Sea of love,99-864-70,SB,M11
TSUBAKI,MABATAKI,99-859-30,SB,M09
TSUBAKI,Sea of love,98-976-27,PV,C10
TSUBAKI,MABATAKI,98-963-23,PV,C05
TSUBAKI,HANABI,98-962-74,PV,C05
TSUBAKI Factory,URUWASHI NO Camellia,98-859-27,PV,C31
TSUBAKI Factory,Just Try!,98-859-26,PV,C31
TSUBAKI Factory,HATSUKOI Sunrise,98-859-25,PV,C31
TSUBAKI Factory,SEISHUN MANMANNAKA,98-845-79,PV,C29
TSUBAKI Factory,KEDAKAKU SAKIHOKORE!,98-845-78,PV,C29
TSUBAKI Factory,Cabbage HAKUSHO,98-845-77,PV,C29
TSUBAKI Factory,17 SAI,98-845-76,PV,C29
TSUBAKIYA SHIJUSOH,GENWAKU,99-859-31,SB,M09
TSUBAKIYA SHIJUSOH,TOWA,98-971-74,PV,C07
TSUBAKIYA SHIJUSOH,GENWAKU,98-962-75,PV,C05
TSUBAKIYA SHIJUSOH,Lover,98-923-37,PV,C12
TSUBOKURA YUIKO,AO NO Requiem,99-531-12,SB,M25
TSUBOKURA YUIKO,Jet'aime,99-019-17,SB,L0
TSUBUKI MIYU,AME NO MUKOH NO FURUSATO (TEICHIKU Version),99-735-87,SB,M31
TSUBUKI MIYU,BOHKYOH KOI UTA,99-733-35,SB,M29
TSUBUKI MIYU,AIZU YAMA NO KAMI,99-731-09,SB,M27
TSUBUKI MIYU,AME NO MUKOH NO FURUSATO,99-536-02,SB,M30
TSUBURAYA YUKO,Mystery of sound,99-331-15,SB,L2
TSUCHIYA ANNA,Believe in Love,99-890-56,SB,M18
TSUCHIYA ANNA,Cocoon,99-869-15,SB,M12
TSUCHIYA ANNA,Sweet sweet song,98-976-29,PV,C10
TSUCHIYA ANNA,Bubble trip,98-976-28,PV,C10
TSUCHIYA ANNA,Believe in Love,98-949-18,PV,C18
TSUCHIYA ANNA,ATASHI,98-944-61,PV,C17
TSUCHIYA ANNA,Brave Vibration,98-934-55,PV,C15
TSUCHIYA ANNA,Virgin Cat,98-930-03,PV,C14
TSUCHIYA ANNA,Ah Ah,98-926-52,PV,C13
TSUCHIYA ANNA,Cocoon,98-923-38,PV,C12
TSUCHIYA ANNA,Voyagers,98-918-75,PV,C21
TSUCHIYA ANNA,Is this love? Produced by NAMBA AKIHIRO,98-916-84,PV,C21
TSUCHIYA ANNA,Switch on!,98-908-35,PV,C20
TSUCHIYA ANNA,Juicy girl,98-903-83,PV,C19
TSUCHIYA ANNA,Lady Marmalade,98-845-80,PV,C29
TSUCHIYA ANNA,Up to you,98-824-09,PV,C25
TSUCHIYA ANNA feat. AI,Crazy World,98-926-53,PV,C13
TSUCHIYA ANNA x KANNO YOHKO,Master blaster,98-903-84,PV,C19
TSUDA KOHJI,KAWACHI YUHKYOHDEN,99-179-03,SB,L0
TSUGE YUHJI,FUYU NO FUHRIN,99-886-46,SB,M17
TSUGE YUHJI,FUYU NO FUHRIN,98-991-69,PV,C18
TSUJI AYANO,SOBA NI IRU KARA,99-859-33,SB,M09
TSUJI AYANO,SAYONARA AISHITERU,99-859-32,SB,M09
TSUJI AYANO,KAZE NI NARU,99-523-28,SB,M23
TSUJI AYANO,SAYONARA AISHITERU,98-966-88,PV,C06
TSUJI AYANO,Fly high,98-966-87,PV,C06
TSUJI AYANO,SOBA NI IRU KARA,98-962-76,PV,C05
TSUJI AYANO,HANA YO HANA YO,98-949-19,PV,C18
TSUJI JINSEI,TENSHI NO WAKEMAE,99-284-15,SB,L1
TSUJI SHION,Sky chord - OTONA NI NARU KIMI E -,99-878-41,SB,M15
TSUJI SHION,Candy kicks,99-878-40,SB,M15
TSUJI SHION,Hello Goodbye,98-944-62,PV,C17
TSUJI SHION,Melody,98-938-42,PV,C16
TSUJI SHION,Sky chord - OTONA NI NARU KIMI E -,98-934-57,PV,C15
TSUJI SHION,Candy kicks,98-934-56,PV,C15
TSUJI SHION,SOTSUGYOH NO UTA,98-832-73,PV,C27
TSUJI SHION,YUKOH,98-812-68,PV,C23
TSUKASA HIROTO,KONAYUKI NO MACHI,99-520-34,SB,M22
TSUKATA MIKIO,GOGATSU NO BARA,99-150-05,SB,L0
Tsukicro,MIRAI NO Piece,98-853-66,PV,C30
TSUKIMORI REN & TSUCHIURA/SHIMIZU (TANIYAMA/ITOH/FUKUYAMA),ASU E NO Melody,99-897-65,SB,M20
TSUKISHIMA KIRARI starring KASUMI KOHARU,Balalaika,99-859-34,SB,M09
TSUKISHIMA KIRARI starring KASUMI KOHARU,Happy,98-971-84,PV,C07
TSUKISHIMA KIRARI starring KASUMI KOHARU,Balalaika,98-966-89,PV,C06
TSUKISHIMA KIRARI starring KASUMI KOHARU,Chance!,98-923-39,PV,C12
TSUKUSHINBO NANANINSHUH,TSUKUSHINBO,99-394-06,SB,L3
Tsumura Ken,SHAN-HAI GAERI NO RIRU,97-054-66,VDK,J2
TSUMURA KEN,HAHA SANNIN NO UTA,99-897-66,SB,M20
TSUMURA KEN,MIDORI NO MAKIBA,99-516-95,SB,M21
TSUMURA KEN,MADOROSU OIWAKE,99-516-94,SB,M21
TSUMURA KEN,TOKYO NO TSUBAKI HIME,99-416-05,SB,L3
TSUMURA KEN,SHANGHAI GAERI NO Riru,99-108-19,SB,L0
TSUMURA KEN & YOSHIOKA TAEKO,ANATA TO TOMO NI,99-107-01,SB,L0
TSUNKU,Don't cry my love,99-859-35,SB,M09
TSUNKU,SHOPPAI NE,99-521-59,SB,M22
TSUNKU,Don't cry my love,98-962-77,PV,C05
TSUNKU,SHOPPAI NE,98-805-43,PV,C22
TSUNODA HIRO,Never My Love,99-302-14,SB,L2
TSUNODA HIRO,Mary Jane,99-150-01,SB,L0
Tsuri Bit,My Victory,98-859-29,PV,C31
Tsuri Bit,Get ready Get a chance,98-859-28,PV,C31
Tsuri Bit,Chu SHITAI,98-853-67,PV,C30
Tsuri Bit,Vanilla NA SORA,98-845-84,PV,C29
Tsuri Bit,UROKO GUMO TO ORION ZA,98-845-83,PV,C29
Tsuri Bit,TSURISEN WA IRANEE ZE (dance ver.),98-845-82,PV,C29
Tsuri Bit,ODORO YO Fish,98-845-81,PV,C29
Tsuri Bit,MAKENAI guts -ITSUKA SEKAI O TSURIAGEMASU-,98-832-74,PV,C27
TSURU,YORU O KOETE,98-908-36,PV,C20
TSURUNO TAKESHI,MIRAI YOSOHZU II,99-884-04,SB,M16
TSURUNO TAKESHI,One more time,One more chance,99-882-20,SB,M16
TSURUNO TAKESHI,Olivia O KIKI NAGARA,99-882-19,SB,M16
TSURUNO TAKESHI,M,99-882-18,SB,M16
TSURUNO TAKESHI,ITOSHI KIMI E,99-882-17,SB,M16
TSURUNO TAKESHI,ITO,99-533-51,SB,M26
TSURUNO TAKESHI,For you ...,99-516-96,SB,M21
TSURUNO TAKESHI,Medalist,98-949-21,PV,C18
TSURUNO TAKESHI,Love letter,98-949-20,PV,C18
TSURUNO TAKESHI,NATSU NO WASUREMONO feat TOKYO Ska Paradise Orchestra,98-944-63,PV,C17
TSURUNO TAKESHI,MIRAI YOSOHZU II,98-938-43,PV,C16
TSURUNO TAKESHI,YUKI NO HANA,98-845-86,PV,C29
TSURUNO TAKESHI,You're My Only Shinin' Star,98-845-85,PV,C29
TSURUOKA MASAYOSHI & TOKYO Romantica,CHITOSE KUHKOH,99-207-06,SB,L0
TSURUOKA MASAYOSHI & TOKYO Romantica,WAKARE NO WAKE,99-207-05,SB,L0
TSURUOKA MASAYOSHI & TOKYO Romantica,OTARU NO HITO YO,99-207-04,SB,L0
TSURUOKA MASAYOSHI & TOKYO Romantica,ASHITA KARA ANATA WA,99-207-03,SB,L0
TSURUOKA MASAYOSHI & TOKYO Romantica,TABIJI NO HITO YO,99-207-02,SB,L0
TSURUOKA MASAYOSHI & TOKYO Romantica,KIMI WA KOKORO NO TSUMA DAKARA,99-207-01,SB,L0
TSURUTA KOHJI,AI MADE MOH SUGU DAKARA,99-602-77,SB,L5
TSURUTA KOHJI,SORA NO SHINPEI,99-516-97,SB,M21
TSURUTA KOHJI,SASURAI NO FUNAUTA,99-407-10,SB,L3
TSURUTA KOHJI,Hawaii NO YORU,99-333-05,SB,L2
TSURUTA KOHJI,IKOKU NO OKA,99-201-02,SB,L0
TSURUTA KOHJI,MACHI NO Sandwich Man,99-156-04,SB,L0
TSURUTA KOHJI,SUKI DATTA,99-156-03,SB,L0
TSURUTA KOHJI,AKA TO KURO NO Blues,99-156-02,SB,L0
TSURUTA KOHJI,KIZU DARAKE NO JINSEI,99-156-01,SB,L0
TSUSHIMA ISSEI,RYOHBA BUSHI,99-725-25,SB,M22
TSUSHIMA ISSEI,TSUSHIMA KAIKYOH,99-719-70,SB,M18
TSUSHIMAMIRE,Aircon NO remocon,98-930-04,PV,C14
TSUSHIMAMIRE,KUUFUKU TO KUUHAKU,98-909-44,PV,C21
Tsutsume Kyohei,GIN GIRA GIN NI SARIGENAKU,97-050-54,VDK,JAP
TSUTSUMI DAIJIROH,KYOHKO,99-599-29,SB,M14
Tsuyama Yoko & O. Hideo,SHINJUKU SODACHI,97-051-70,VDK,JAP
TSUZUKU Band,Melos,98-918-76,PV,C21
Tube,KIMI TO NARA,97-020-52,VDK,J4
Tube,AA NATSU YASSUMI,97-051-01,VDK,JAP
Tube,SHONAN MY LOVE,97-052-59,VDK,JAP
Tube,BECAUSE I LOVE YOU,97-053-34,VDK,J2
Tube,NATSU O DAKISHIMETE,97-054-32,VDK,J2
Tube,NATSU O MACHI KIRENAKUTE,97-054-33,VDK,J2
Tube,KITTO DOKOKADE,97-057-35,VDK,J3
Tube,REMEMBER ME,97-183-50,VDK,J6
Tube,Summer time,99-916-62,SB,M27
Tube,Close Your Eyes,Hold Your Dreams,99-912-14,SB,M02
Tube,AJISAI,99-911-12,SB,L6
Tube,SHAKUNETSU Love,99-899-03,SB,M20
Tube,NATSU MATSURI,99-899-02,SB,M20
Tube,GEKKOH,99-899-01,SB,M20
Tube,SAIGO NO Love Song,99-897-67,SB,M20
Tube,TSUGUNAI,99-884-07,SB,M16
Tube,Summer Greeting,99-884-06,SB,M16
Tube,FUYU NO Present,99-884-05,SB,M16
Tube,HOTARU,99-870-29,SB,M13
Tube,YUME NO Florida,99-808-88,SB,M01
Tube,YUME MIRU HOSHIKUZU,99-808-87,SB,M01
Tube,You'll be the champion,99-808-86,SB,M01
Tube,YO YO YO,99-808-85,SB,M01
Tube,What'cha wanna do?,99-808-84,SB,M01
Tube,UMI YORI MO FUKAKU SORA YORI MO OOKIKU,99-808-83,SB,M01
Tube,Ultra violet No. 1,99-808-82,SB,M01
Tube,Ultra DOPIIKAN,99-808-81,SB,M01
Tube,T-Shirt TO Blue jeans TO,99-808-80,SB,M01
Tube,T-Shirt NO KOI,99-808-79,SB,M01
Tube,Teenage wars,99-808-78,SB,M01
Tube,Surf song,99-808-77,SB,M01
Tube,Smile,99-808-76,SB,M01
Tube,Smile for me,99-808-75,SB,M01
Tube,SHOHNAN BON ODORI,99-808-74,SB,M01
Tube,SEKAI DE KIMI DAKE GA,99-808-73,SB,M01
Tube,See you again,99-808-72,SB,M01
Tube,Secret,99-808-71,SB,M01
Tube,ROMAN NO NATSU,99-808-70,SB,M01
Tube,Right on,99-808-69,SB,M01
Tube,REN-AI RYODAN,99-808-68,SB,M01
Tube,OWARANAI YUME NI,99-808-67,SB,M01
Tube,Over the tears,99-808-66,SB,M01
Tube,Once in a blue moon,99-808-65,SB,M01
Tube,NOTTEKE TEKE TEKE '99,99-808-64,SB,M01
Tube,NATSU,99-808-63,SB,M01
Tube,NATSU NO OWARI NI,99-808-62,SB,M01
Tube,NATSU GA SAKU,99-808-61,SB,M01
Tube,MOH MAKENAI YO,99-808-60,SB,M01
Tube,MOERU KEMURU Mon amour,99-808-59,SB,M01
Tube,Melody (KIMI NO TAME NI...),99-808-58,SB,M01
Tube,MEGURI KURU Season,99-808-57,SB,M01
Tube,MEGAMI TACHI YO SOTTO OYASUMI,99-808-56,SB,M01
Tube,Medley - Summer Sexy You!,99-808-55,SB,M01
Tube,Lani Kai ~ TENGOKU NO UMI,99-808-54,SB,M01
Tube,KURAYAMI O KETOBASE,99-808-53,SB,M01
Tube,KIZU DARAKE NO Hero,99-808-52,SB,M01
Tube,KIMI NI KAKERU YO,99-808-51,SB,M01
Tube,KIMI E NO Ballad,99-808-50,SB,M01
Tube,Keep on Sailin',99-808-49,SB,M01
Tube,Horizon,99-808-48,SB,M01
Tube,Half Moon,99-808-47,SB,M01
Tube,FUYU NO KAIGAN DOORI,99-808-46,SB,M01
Tube,Dreams of Asia J.V,99-808-45,SB,M01
Tube,Dream forever,99-808-44,SB,M01
Tube,Don't think it's all right,99-808-43,SB,M01
Tube,BOKU GA BOKU DE ARU TAME NI,99-808-42,SB,M01
Tube,Best Seller Summer,99-808-41,SB,M01
Tube,Beautiful world,99-808-40,SB,M01
Tube,AZUKETE GORAN (HONKI Version),99-808-39,SB,M01
Tube,ASU E NO MICHI,99-808-38,SB,M01
Tube,ANO NATSU NO SHOHNEN,99-808-37,SB,M01
Tube,ABAYO My School days,99-808-36,SB,M01
Tube,Sandy,99-531-77,SB,M25
Tube,Propose,99-517-01,SB,M21
Tube,MINNA GANBARE,99-516-99,SB,M21
Tube,A day in the summer ~OMOIDE WA EGAO NO MAMA~,99-516-98,SB,M21
Tube,Let's go to the sea ~OASIS~,99-507-10,SB,L5
Tube,AOI Melody,99-502-11,SB,L5
Tube,KAZE NI YURERU Tomorrow,99-485-09,SB,L5
Tube,I'm in love you, good day sunshine,99-480-11,SB,L5
Tube,HATSUKOI,99-454-11,SB,L4
Tube,TSUKI NO SHIZUKU,99-449-10,SB,L4
Tube,NIJI NI NARITAI,99-426-09,SB,L4
Tube,Truth of time,99-420-08,SB,L4
Tube,In my dream,99-406-07,SB,L3
Tube,Yheei!,99-402-08,SB,L3
Tube,HIMAWARI,99-392-07,SB,L3
Tube,KITTO DOKOKA DE,99-372-07,SB,L3
Tube,HANABI,99-367-08,SB,L3
Tube,JUNJOH,99-366-08,SB,L3
Tube,Purity,99-347-07,SB,L2
Tube,JOHNETSU,99-341-07,SB,L2
Tube,Only You KIMI TO NATSU NO HI O,99-313-08,SB,L2
Tube,ANO NATSU O SAGASHITE,99-291-07,SB,L1
Tube,KYOH KARA ZUTTO,99-290-06,SB,L1
Tube,YUZURENAI NATSU,99-282-06,SB,L1
Tube,Love Song,99-273-06,SB,L1
Tube,Melodies & Memories,99-262-07,SB,L1
Tube,NATSU YO ARIGATOH,99-256-08,SB,L1
Tube,KOI SHITE Mucho,99-256-07,SB,L1
Tube,NATSU O DAKISHIMETE,99-253-07,SB,L1
Tube,DATTE NATSU JANAI,99-140-02,SB,L0
Tube,NATSU O MACHI KIRENAKUTE,99-140-01,SB,L0
Tube,Because I Love You,99-016-16,SB,L0
Tube,Dance with you,99-016-15,SB,L0
Tube,SAYONARA Yesterday,99-016-14,SB,L0
Tube,SHOHNAN My Love,99-016-13,SB,L0
Tube,The surfin' in the wind,99-016-12,SB,L0
Tube,Ah NATSU YASUMI,99-016-11,SB,L0
Tube,Stories,99-016-10,SB,L0
Tube,Summer City,99-016-09,SB,L0
Tube,JUHNEN SAKI NO Love Story,99-016-08,SB,L0
Tube,KIMI TO NARA,99-016-07,SB,L0
Tube,NATSU DA NE,99-016-06,SB,L0
Tube,GARASU NO Memories,99-016-05,SB,L0
Tube,Remember Me,99-016-04,SB,L0
Tube,Beach Time,99-016-03,SB,L0
Tube,Summer Dream,99-016-02,SB,L0
Tube,Season In The Sun,99-016-01,SB,L0
Tube,SHAKUNETSU Love,98-944-64,PV,C17
Tube,HATSUKOI,98-939-11,PV,C16
Tube,YUZURENAI NATSU,98-938-71,PV,C16
Tube,You'll be the champion,98-938-70,PV,C16
Tube,TSUKI TO TAYOH,98-938-69,PV,C16
Tube,TSUKI NO SHIZUKU,98-938-68,PV,C16
Tube,TSUGUNAI,98-938-67,PV,C16
Tube,Summer Greeting,98-938-66,PV,C16
Tube,Stories,98-938-65,PV,C16
Tube,Southern Cross,98-938-64,PV,C16
Tube,Season In The Sun,98-938-63,PV,C16
Tube,SAYONARA Yesterday,98-938-62,PV,C16
Tube,Propose,98-938-61,PV,C16
Tube,Only You KIMI TO NATSU NO HI O,98-938-60,PV,C16
Tube,NATSU,98-938-59,PV,C16
Tube,NATSU O MACHI KIRENAKUTE,98-938-58,PV,C16
Tube,NATSU GA SAKU,98-938-57,PV,C16
Tube,NATSU DA NE,98-938-56,PV,C16
Tube,NAMIDA O NIJI NI,98-938-55,PV,C16
Tube,Love Song,98-938-54,PV,C16
Tube,KONO MUNE NI Rainbow,98-938-53,PV,C16
Tube,KOI SHITE Mucho,98-938-52,PV,C16
Tube,KIMI TO NARA,98-938-51,PV,C16
Tube,Keep on Sailin',98-938-50,PV,C16
Tube,JUHNEN SAKI NO Love Story,98-938-49,PV,C16
Tube,HOTARU,98-938-48,PV,C16
Tube,HANABI,98-938-47,PV,C16
Tube,GARASU NO Memories,98-938-46,PV,C16
Tube,FUYU NO Present,98-938-45,PV,C16
Tube,Ah NATSU YASUMI,98-938-44,PV,C16
Tube,Summer Dream,98-908-47,PV,C20
Tube,Smile for me,98-908-46,PV,C20
Tube,SAIGO NO Love Song -live2010,98-908-45,PV,C20
Tube,Remember Me -live 2000,98-908-44,PV,C20
Tube,Purity -live 2000,98-908-43,PV,C20
Tube,Over the tears -live2009,98-908-42,PV,C20
Tube,NATSU NO OWARI NI -live 1996,98-908-41,PV,C20
Tube,NATSU MATSURI - live 2004,98-908-40,PV,C20
Tube,HIMAWARI -live 2005,98-908-39,PV,C20
Tube,GEKKOH,98-908-38,PV,C20
Tube,ASU E NO MICHI -live 1988,98-908-37,PV,C20
Tube,Summer time,98-832-76,PV,C27
Tube,IMA SARA surf side,98-832-75,PV,C27
Tubes,Don't Touch Me There,68-333-06,CDG,G04
Tubes,She's A Beauty,68-447-06,CDG,G00
Tubes,Talk To You Later,68-861-01,CDG,G01
Tuesdays,It's Up To You,68-453-06,CDG,G01
Tulip,Medley - KOKORO E TSUZUKU SEISHUN,99-599-44,SB,M14
Tulip,SABOTEN NO HANA,99-523-29,SB,M23
Tulip,Blue Sky,99-197-07,SB,L0
Tulip,MAHOH NO KIIROI KUTSU,99-197-06,SB,L0
Tulip,SEISHUN NO KAGE,99-197-04,SB,L0
Tulip,GIN NO YUBIWA,99-197-03,SB,L0
Tulip,NIJI TO Sneaker NO KORO,99-197-02,SB,L0
Tulip,KOKORO NO TABI,99-197-01,SB,L0
Tulisa,Young,72-315-02,CDG,G09
Tulisa,Sight Of You,72-323-04,CDG,G10
Tulisa & Tyga,Live It Up (Clean),72-320-08,CDG,G10
Tunai,Frisson,97-040-82,VDK,3
Tunai,Adeus À Dor,97-013-51,VDK,17
Tune Weavers,Happy Happy Birthday Baby,68-255-01,CDG,G00
Tunnels,HONOO NO Escargot,99-874-59,SB,M14
Tunnels,OMAE GA HOSHII,99-303-12,SB,L2
Tunnels,GANI,99-265-15,SB,L1
Tunnels,FUH FUH FUHTTE SURUN DESU,99-248-14,SB,L1
Tunnels,GAJA IMO,99-130-14,SB,L0
Tunnels,OTONA NI NARU NA,99-130-13,SB,L0
Tunnels,ICHIBAN ERAI HITO E,99-130-12,SB,L0
Tunnels,GARA GARA HEBI GA YATTE KURU,99-130-11,SB,L0
Tunnels,YAZAWA,99-130-10,SB,L0
Tunnels,ORA ORA,99-130-09,SB,L0
Tunnels,OOKI NA OSEWA SAMA,99-130-08,SB,L0
Tunnels,AME NO NISHI AZABU,99-130-07,SB,L0
Tunnels,MEIWAKU DESHOH GA ...,99-130-06,SB,L0
Tunnels,KAYOH KYOKU,99-130-05,SB,L0
Tunnels,NASAKENEE,99-130-04,SB,L0
Tunnels,KOKORO MEGURI,99-130-03,SB,L0
Tunnels,IKKI !,99-130-02,SB,L0
Tunnels,YABUSAKA DENAI,99-130-01,SB,L0
Tunnels,GAJA IMO,98-923-40,PV,C12
Tupac & Notorious Big,Runnin',68-858-11,CDG,G01
Turbo B,Life Is Life,11-111-10,CDG,G13
Turma do Pagode,Toma Jeito Coração,97-150-97,VDK,23
Turma do Pagode,Lancinho,97-151-25,VDK,23
Turma do Pagode,Selinho,97-151-52,VDK,23
Turma do Pagode,Horário De Verão,97-154-64,VDK,25
Turma do Pagode,Horas Iguais,97-156-98,VDK,27
Turma do Pagode,Melhor Amigo,97-157-05,VDK,27
Turma do Pagode,Pente E Rala,97-159-51,VDK,28
Turma do Pagode,Deixa Em Off,97-160-28,VDK,29
Turma do Puirilimpirpim,Lindo Balão Azul,97-031-29,VDK,1
Turnpike Troubadours,Gin Smoke Lies,54-209-08,CDG,G09
Turtles,Happy Together,97-045-79,VDK,A1
Turtles,Happy Together,37-044-13,CDG,G00
Turtles,It Ain't Me Babe,60-904-11,CDG,G05
Turtles,She's My Girl,68-599-06,CDG,G00
Turtles,Elenore,86-904-07,CDG,G05
Turtles,She'D Rather Be With Me,86-904-08,CDG,G05
Tush,Me Voy,33-484-04,CDG,G09
TV Rock,Flaunt It,74-009-01,CDG,G04
TV Theme,The Incredible Hulk,11-111-11,CDG,G13
TV Tunes,Making Our Dreams Come True,37-086-10,CDG,G00
TV Tunes,The Brady Bunch,37-087-13,CDG,G00
TV Tunes,Gilligan's Island,37-092-13,CDG,G00
TV Tunes,Fresh Prince,51-104-07,CDG,G06
TV Tunes,Different Strokes,51-104-08,CDG,G06
TV Tunes,Thank You For Being A Friend,51-104-09,CDG,G06
TV Tunes,Good Times,51-104-12,CDG,G06
TV Tunes,Different World,51-104-14,CDG,G06
TV Tunes,The Gary Shandling Show,51-104-15,CDG,G06
TV Tunes,Moonlighting,51-104-16,CDG,G06
TV Tunes,Green Acres,51-104-17,CDG,G06
TV Tunes,All In The Family,51-104-88,CDG,G06
TV Tunes,American Bandstand,51-104-89,CDG,G06
TV Tunes,Cheers,51-104-90,CDG,G06
TV Tunes,Mr. Rogers,51-104-92,CDG,G06
TV Tunes,Rawhide,51-104-93,CDG,G06
TV Tunes,Secret Agent Man,51-104-95,CDG,G06
TV Tunes,The Beverly Hillbillies,51-104-97,CDG,G06
TV Tunes,The Flintstones,51-104-99,CDG,G06
TV Tunes,The Greatest American Hero,51-105-00,CDG,G06
TV Tunes,The Jeffersons,51-105-01,CDG,G06
TV Tunes,The Love Boat,51-105-02,CDG,G06
TV Tunes,The Muppet Show,51-105-03,CDG,G06
TV Tunes,Three's Company,51-105-04,CDG,G06
TV Tunes,The Addam's Family,65-125-02,CDG,G00
Twang,Either Way,72-256-02,CDG,G01
Twang,Two Lovers,72-259-11,CDG,G02
Twang,Wide Awake,87-037-16,CDG,G01
Twe'lv,SEISHUN ODEN,98-938-72,PV,C16
Tweedees,Baby, Baby,98-853-68,PV,C30
Tweenies,Do The Lollipop,72-182-14,CDG,G10
Tweet,Call Me,68-773-05,CDG,G00
Tweet,Oops (Oh My),72-193-06,CDG,G00
Tweet,Smoking Cigarettes,78-301-18,CDG,G00
TWENTY 4-7,Letter - JUHNEN GO NO KIMI E - feat May's,99-896-84,SB,M19
TWENTY 4-7,Believe,99-878-42,SB,M15
TWENTY 4-7,Endless Road,99-867-98,SB,M12
TWENTY 4-7,Endless Road,98-980-95,PV,C12
TWENTY 4-7,I Cry,98-979-69,PV,C11
TWENTY 4-7,Fly out,98-976-30,PV,C10
TWENTY 4-7,Believe,98-934-58,PV,C15
TWENTY 4-7,Summer story,98-930-06,PV,C14
TWENTY 4-7,Back again,98-930-05,PV,C14
TWENTY 4-7,Get a life,98-923-41,PV,C12
TWENTY 4-7,Letter - JUHNEN GO NO KIMI E - feat May's,98-903-85,PV,C19
Twenty One Pilots,Cancer,15-220-06,CDG,G17
Twenty One Pilots,We Don't Believe What's on TV,15-245-01,CDG,G19
Twenty One Pilots,Truce,15-250-01,CDG,G19
Twenty One Pilots,Guns for Hands,15-253-01,CDG,G19
Twenty One Pilots,Cant Help Falling in Love,15-259-09,CDG,G19
Twenty One Pilots,Stressed Out,72-361-11,CDG,G16
Twenty One Pilots,Ride,72-365-11,CDG,G17
Twenty One Pilots,Heathens,72-366-10 ,CDG,G17
Twice,TT (japanese ver),98-859-31,PV,C31
Twice,Signal (japanese ver),98-859-30,PV,C31
Twigy,YAKOH RESSHA (T2K Mix Feat boy-ken),98-955-97,PV,C01
Twilight Kids,KIMI NO INAI Station,99-214-16,SB,L0
Twill,Love Friend,98-938-73,PV,C16
Twin Atlantic,Heart And Soul,72-341-18,CDG,G13
Twin Cross,NAMIDA,99-524-12,SB,M23
Twin Cross,TADAIMA,99-521-04,SB,M22
Twin Cross,NAMIDA,98-812-69,PV,C23
Twin Cross,TADAIMA,98-805-44,PV,C22
Twinkle Veil form Super Girls,Jin jin jingle bells,98-818-25,PV,C24
Twinzer,I Will Wait For You,99-912-06,SB,L6
Twinzer,KONNA TOKI KIMI NI AITAI,99-278-14,SB,L1
Twinzer,Don't Forget You,99-245-14,SB,L1
Twinzer,Oh Shiny Days,99-140-17,SB,L0
Twist,SOPPO,99-139-05,SB,L0
Twist,HIKIGANE,99-139-04,SB,L0
Twist,MOERO II ONNA,99-139-03,SB,L0
Twista,Overnight Celebrity,77-201-84,CDG,G07
Twista & Chris Brown,Make A Movie,58-011-09,CDG,G06
Twista & Kayne West & Jamie Foxx,Slow Jamz,77-201-48,CDG,G07
Twista & Mariah Carey,So Lonely,77-401-63,CDG,G06
Twista & Trey Songz,Girl Tonite,77-401-22,CDG,G06
Twisted Sister,We'Re Not Gonna Take It,68-713-07,CDG,G01
Twisted Sister,Burn In Hell,68-917-04,CDG,G01
Twisted X,Born In England,72-219-05,CDG,G01
Twister,Quarenta Graus,97-044-92,VDK,4
Twister,Perdi Você,97-060-26,VDK,4
Twister,Se Um Dia Eu Tiver Você,97-061-14,VDK,5
Twister,Um Beijo Seu,97-063-94,VDK,5
Two Door Cinema Club,Changing Of The Seasons,87-110-10,CDG,G12
Two Shot,KOI WA Fair Away KIBUN,99-200-15,SB,L0
Two Tons O' Fun,It's Raining Men,37-073-04,CDG,G00
TWO-MIX,Just Communication,99-887-96,SB,M17
TWO-MIX,White reflection,99-882-21,SB,M16
TWO-MIX,Truth ~ A great detective of love,99-385-15,SB,L3
TWO-MIX,True Navigation,99-342-15,SB,L2
TWO-MIX,Rhythm Emotion,99-304-16,SB,L2
TWO-MIX,White reflection,98-971-85,PV,C07
Ty England,Should've Asked Her Faster,51-100-86,CDG,G06
Ty England,Smoke In Her Eyes,68-211-05,CDG,G00
Ty Herndon,A Man Holdin' On,26-080-07,CDG,G00
Ty Herndon,Loved Too Much,32-706-15,CDG,G00
Ty Herndon,The Hands Of A Working Man,48-262-10,CDG,G00
Ty Herndon,Steam,51-104-47,CDG,G06
